Date,Open
2019-02-11 10:00:00,62.349998474121094
2019-02-11 11:00:00,63.15300369262695
2019-02-11 12:00:00,62.935997009277344
2019-02-11 13:00:00,63.22999954223633
2019-02-11 14:00:00,62.996002197265625
2019-02-11 15:00:00,62.82683563232422
2019-02-11 16:00:00,62.77000045776367
2019-02-12 10:00:00,63.22999954223633
2019-02-12 11:00:00,62.96799850463867
2019-02-12 12:00:00,63.323997497558594
2019-02-12 13:00:00,62.94431686401367
2019-02-12 14:00:00,62.29199981689453
2019-02-12 15:00:00,62.58300018310547
2019-02-12 16:00:00,62.57999801635742
2019-02-13 10:00:00,62.527801513671875
2019-02-13 11:00:00,61.858001708984375
2019-02-13 12:00:00,61.31999969482422
2019-02-13 13:00:00,61.45399856567383
2019-02-13 14:00:00,61.447998046875
2019-02-13 15:00:00,61.76799774169922
2019-02-13 16:00:00,61.61800003051758
2019-02-14 10:00:00,60.60150146484375
2019-02-14 11:00:00,60.81401824951172
2019-02-14 12:00:00,60.55800247192383
2019-02-14 13:00:00,61.0231819152832
2019-02-14 14:00:00,60.8650016784668
2019-02-14 15:00:00,61.099998474121094
2019-02-14 16:00:00,61.00800323486328
2019-02-15 10:00:00,60.900001525878906
2019-02-15 11:00:00,61.28200149536133
2019-02-15 12:00:00,61.28400421142578
2019-02-15 13:00:00,61.349998474121094
2019-02-15 14:00:00,61.27800369262695
2019-02-15 15:00:00,61.374000549316406
2019-02-15 16:00:00,61.36800003051758
2019-02-19 10:00:00,61.3120002746582
2019-02-19 11:00:00,61.7760009765625
2019-02-19 12:00:00,61.3120002746582
2019-02-19 13:00:00,61.64033889770508
2019-02-19 14:00:00,61.641998291015625
2019-02-19 15:00:00,61.76599884033203
2019-02-19 16:00:00,61.50600051879883
2019-02-20 10:00:00,60.62199783325195
2019-02-20 11:00:00,60.83400344848633
2019-02-20 12:00:00,60.42000198364258
2019-02-20 13:00:00,59.947998046875
2019-02-20 14:00:00,60.18400192260742
2019-02-20 15:00:00,60.13800048828125
2019-02-20 16:00:00,60.529998779296875
2019-02-21 10:00:00,60.3599967956543
2019-02-21 11:00:00,59.94600296020508
2019-02-21 12:00:00,60.00800323486328
2019-02-21 13:00:00,60.31599807739258
2019-02-21 14:00:00,59.178001403808594
2019-02-21 15:00:00,58.64400100708008
2019-02-21 16:00:00,58.375999450683594
2019-02-22 10:00:00,58.900001525878906
2019-02-22 11:00:00,58.96799850463867
2019-02-22 12:00:00,59.027801513671875
2019-02-22 13:00:00,58.7859992980957
2019-02-22 14:00:00,58.802001953125
2019-02-22 15:00:00,58.58400344848633
2019-02-22 16:00:00,58.7800178527832
2019-02-25 10:00:00,59.599998474121094
2019-02-25 11:00:00,60.47999954223633
2019-02-25 12:00:00,59.9640007019043
2019-02-25 13:00:00,59.57999801635742
2019-02-25 14:00:00,59.81999969482422
2019-02-25 15:00:00,59.763999938964844
2019-02-25 16:00:00,59.67000198364258
2019-02-26 10:00:00,58.44199752807617
2019-02-26 11:00:00,58.763999938964844
2019-02-26 12:00:00,60.220001220703125
2019-02-26 13:00:00,60.194000244140625
2019-02-26 14:00:00,59.7400016784668
2019-02-26 15:00:00,59.81500244140625
2019-02-26 16:00:00,59.788002014160156
2019-02-27 10:00:00,60.28400421142578
2019-02-27 11:00:00,61.196083068847656
2019-02-27 12:00:00,62.108001708984375
2019-02-27 13:00:00,62.17000198364258
2019-02-27 14:00:00,62.7400016784668
2019-02-27 15:00:00,62.61199951171875
2019-02-27 16:00:00,62.84290313720703
2019-02-28 10:00:00,63.7400016784668
2019-02-28 11:00:00,62.41599655151367
2019-02-28 12:00:00,62.93000030517578
2019-02-28 13:00:00,63.18400192260742
2019-02-28 14:00:00,63.43400192260742
2019-02-28 15:00:00,63.44847869873047
2019-02-28 16:00:00,63.7859992980957
2019-03-01 10:00:00,61.33599853515625
2019-03-01 11:00:00,58.88261795043945
2019-03-01 12:00:00,59.209999084472656
2019-03-01 13:00:00,59.12800216674805
2019-03-01 14:00:00,58.51799774169922
2019-03-01 15:00:00,58.69199752807617
2019-03-01 16:00:00,58.9119987487793
2019-03-04 10:00:00,59.6619987487793
2019-03-04 11:00:00,57.571998596191406
2019-03-04 12:00:00,57.097999572753906
2019-03-04 13:00:00,57.365997314453125
2019-03-04 14:00:00,56.779998779296875
2019-03-04 15:00:00,56.89600372314453
2019-03-04 16:00:00,56.832000732421875
2019-03-05 10:00:00,56.3599967956543
2019-03-05 11:00:00,54.417999267578125
2019-03-05 12:00:00,54.99199676513672
2019-03-05 13:00:00,55.63199996948242
2019-03-05 14:00:00,56.24399948120117
2019-03-05 15:00:00,56.459999084472656
2019-03-05 16:00:00,55.720001220703125
2019-03-06 10:00:00,55.29500198364258
2019-03-06 11:00:00,55.45800018310547
2019-03-06 12:00:00,55.374000549316406
2019-03-06 13:00:00,55.305999755859375
2019-03-06 14:00:00,55.021995544433594
2019-03-06 15:00:00,55.6400032043457
2019-03-06 16:00:00,55.472999572753906
2019-03-07 10:00:00,55.76683807373047
2019-03-07 11:00:00,56.68663787841797
2019-03-07 12:00:00,56.57999801635742
2019-03-07 13:00:00,56.459999084472656
2019-03-07 14:00:00,55.9219970703125
2019-03-07 15:00:00,55.513999938964844
2019-03-07 16:00:00,55.038002014160156
2019-03-08 10:00:00,55.4900016784668
2019-03-08 11:00:00,55.5531005859375
2019-03-08 12:00:00,56.052001953125
2019-03-08 13:00:00,55.97999954223633
